SK_ID_CURR,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_CONTRACT_TYPE,OCCUPATION_TYPE,AMT_INCOME_TOTAL,FLAG_OWN_REALTY,CODE_GENDER,NAME_FAMILY_STATUS,BURO_AMT_CREDIT_SUM_DEBT_SUM
118353,295776.0,23499.0,234000.0,Cash loans,,135000.0,N,F,Widow,
118354,900000.0,45954.0,900000.0,Cash loans,Laborers,225000.0,N,M,Married,727564.5
118358,1303200.0,46939.5,1125000.0,Cash loans,Managers,247500.0,Y,F,Widow,214177.5
118359,509400.0,37197.0,450000.0,Cash loans,Accountants,180000.0,N,F,Single / not married,
118365,746280.0,58963.5,675000.0,Cash loans,Laborers,157500.0,Y,F,Married,3356635.5
118367,162000.0,16726.5,162000.0,Cash loans,,81000.0,Y,F,Married,970942.5
118368,199008.0,23746.5,180000.0,Cash loans,High skill tech staff,270000.0,N,M,Single / not married,0.0
118371,798777.0,51178.5,697500.0,Cash loans,,225000.0,Y,M,Married,
118378,135000.0,14175.0,135000.0,Cash loans,Core staff,67500.0,Y,F,Married,120556.845
118379,1094688.0,39451.5,945000.0,Cash loans,Sales staff,252000.0,Y,F,Civil marriage,0.0
118383,260640.0,27499.5,225000.0,Cash loans,Laborers,126000.0,Y,F,Married,239661.0
118386,234576.0,24759.0,202500.0,Cash loans,Laborers,270000.0,Y,M,Single / not married,
118387,269982.0,28480.5,238500.0,Cash loans,Core staff,90000.0,Y,F,Married,120856.5
118400,502740.0,17298.0,378000.0,Cash loans,Waiters/barmen staff,112500.0,Y,F,Married,195264.0
118403,505233.0,25924.5,378000.0,Cash loans,,247500.0,Y,F,Single / not married,302710.5
118428,135000.0,9954.0,135000.0,Cash loans,Laborers,74250.0,Y,M,Married,
118440,1237338.0,40045.5,954000.0,Cash loans,Drivers,157500.0,Y,M,Married,0.0
118459,398160.0,24489.0,315000.0,Cash loans,Drivers,270000.0,N,M,Married,
118490,450000.0,14517.0,450000.0,Cash loans,,45000.0,N,F,Married,550714.5
118491,63000.0,7605.0,63000.0,Cash loans,Laborers,112500.0,Y,M,Married,0.0
118492,199008.0,20520.0,180000.0,Cash loans,,157500.0,Y,M,Single / not married,276034.5
118498,78192.0,8550.0,67500.0,Cash loans,Core staff,112500.0,N,M,Single / not married,
118499,525735.0,40815.0,450000.0,Cash loans,,180000.0,Y,M,Married,
118509,270000.0,21330.0,270000.0,Cash loans,Laborers,99000.0,Y,F,Married,1507572.0
118518,823500.0,42174.0,823500.0,Cash loans,,157500.0,Y,F,Married,162504.0
118531,402214.5,25834.5,328500.0,Cash loans,Medicine staff,49500.0,Y,F,Married,386725.5
118532,1198944.0,43065.0,1035000.0,Cash loans,Drivers,360000.0,Y,M,Married,4771125.0
118546,90000.0,9220.5,90000.0,Cash loans,Laborers,67500.0,Y,M,Married,3411.0
118548,295776.0,19894.5,234000.0,Cash loans,High skill tech staff,202500.0,Y,M,Married,2212546.9050000003
118558,296280.0,23539.5,225000.0,Cash loans,Drivers,112500.0,Y,M,Married,0.0
118560,111384.0,8757.0,90000.0,Cash loans,Core staff,49500.0,Y,F,Single / not married,57861.0
118561,274500.0,25303.5,274500.0,Cash loans,High skill tech staff,144000.0,N,M,Married,480636.0
118562,783927.0,40153.5,688500.0,Cash loans,Laborers,90000.0,Y,F,Married,0.0
118564,312768.0,24840.0,270000.0,Cash loans,Laborers,90000.0,N,M,Married,
118569,845410.5,43164.0,742500.0,Cash loans,Managers,427500.0,Y,M,Married,4362714.0
118578,360000.0,42853.5,360000.0,Cash loans,Drivers,180000.0,N,M,Married,0.0
118585,675000.0,25447.5,675000.0,Cash loans,Sales staff,112500.0,Y,F,Separated,0.0
118591,1096020.0,56092.5,900000.0,Cash loans,High skill tech staff,180000.0,Y,F,Married,0.0
118592,417708.0,25551.0,369000.0,Cash loans,,135000.0,N,F,Married,
118594,495000.0,21100.5,495000.0,Cash loans,,157500.0,N,M,Married,235557.0
118611,720000.0,75735.0,720000.0,Cash loans,Sales staff,180000.0,Y,F,Married,0.0
118614,185877.0,9621.0,126000.0,Cash loans,Laborers,45000.0,Y,F,Married,27000.0
118622,495000.0,18661.5,495000.0,Cash loans,Managers,112500.0,Y,F,Married,275818.5
118641,301464.0,17437.5,238500.0,Cash loans,Cleaning staff,180000.0,Y,M,Single / not married,0.0
118642,156384.0,16155.0,135000.0,Cash loans,Sales staff,337500.0,Y,M,Married,146731.5
118650,261621.0,20799.0,216000.0,Cash loans,,171000.0,N,F,Single / not married,336020.265
118666,431280.0,23526.0,360000.0,Cash loans,Drivers,144000.0,Y,M,Single / not married,0.0
118696,501363.0,25726.5,418500.0,Cash loans,Sales staff,135000.0,Y,F,Separated,281748.95999999996
118697,135000.0,6750.0,135000.0,Revolving loans,Laborers,315000.0,Y,M,Married,1164113.235
118710,225000.0,23184.0,225000.0,Cash loans,,157500.0,Y,M,Married,0.0
118717,585000.0,29866.5,585000.0,Cash loans,Drivers,157500.0,N,M,Married,0.0
118720,675000.0,29862.0,675000.0,Cash loans,,112500.0,Y,F,Married,0.0
118735,819000.0,26550.0,819000.0,Cash loans,Managers,157500.0,Y,F,Single / not married,0.0
118747,781920.0,37746.0,675000.0,Cash loans,Core staff,180000.0,Y,F,Married,5987241.0
118750,477000.0,24484.5,477000.0,Cash loans,Managers,382500.0,Y,M,Married,2567412.0
118789,458235.0,22176.0,382500.0,Cash loans,Core staff,135000.0,Y,F,Married,0.0
118791,1163961.0,41940.0,940500.0,Cash loans,Sales staff,180000.0,N,F,Married,65457.0
118803,625536.0,31936.5,540000.0,Cash loans,Laborers,157500.0,Y,M,Single / not married,0.0
118804,161595.0,16965.0,139500.0,Cash loans,,180000.0,N,M,Single / not married,274545.0
118806,675000.0,32602.5,675000.0,Cash loans,Drivers,225000.0,Y,M,Married,1972485.0
118809,675000.0,53329.5,675000.0,Cash loans,,202500.0,Y,F,Married,3004448.4450000003
118823,539100.0,29376.0,450000.0,Cash loans,Managers,306000.0,Y,M,Married,12919991.22
118842,819072.0,26550.0,648000.0,Cash loans,,135000.0,Y,F,Married,
118871,794173.5,40680.0,697500.0,Cash loans,Sales staff,180000.0,N,F,Married,718704.0
118874,450000.0,21780.0,450000.0,Cash loans,,54000.0,Y,F,Married,904329.0
118876,526500.0,26883.0,526500.0,Cash loans,Drivers,157500.0,Y,M,Single / not married,115584.12
118886,812110.5,30613.5,670500.0,Cash loans,,243000.0,N,F,Separated,1153871.955
118888,225000.0,17775.0,225000.0,Cash loans,High skill tech staff,45000.0,N,F,Married,1449661.5
118889,625536.0,27684.0,540000.0,Cash loans,Medicine staff,112500.0,N,F,Married,258160.5
118894,675000.0,36747.0,675000.0,Cash loans,High skill tech staff,157500.0,Y,F,Married,82597.5
118898,900000.0,29164.5,900000.0,Cash loans,,189000.0,Y,F,Married,0.0
118905,257391.0,30676.5,238500.0,Cash loans,Sales staff,202500.0,Y,F,Married,
118911,323460.0,22639.5,270000.0,Cash loans,,72000.0,Y,F,Single / not married,0.0
118915,522396.0,29299.5,472500.0,Cash loans,Laborers,337500.0,Y,F,Married,0.0
118916,295452.0,35194.5,261000.0,Cash loans,Drivers,225000.0,Y,M,Single / not married,320355.0
118925,201663.0,13018.5,166500.0,Cash loans,,180000.0,Y,F,Widow,303255.0
118926,906660.0,34308.0,675000.0,Cash loans,Sales staff,360000.0,Y,F,Married,11196.0
118929,225000.0,25578.0,225000.0,Cash loans,Core staff,90000.0,N,F,Married,
118935,810000.0,26127.0,810000.0,Cash loans,Sales staff,202500.0,N,F,Married,1502671.5
118947,1363050.0,44100.0,1170000.0,Cash loans,,270000.0,Y,M,Married,5532619.5
118951,547272.0,33610.5,495000.0,Cash loans,Drivers,225000.0,Y,F,Married,5844010.5
118953,788472.0,47083.5,688500.0,Cash loans,Waiters/barmen staff,315000.0,Y,F,Civil marriage,2093107.5
118960,417708.0,30523.5,369000.0,Cash loans,,180000.0,Y,F,Married,2441656.305
118973,175500.0,13995.0,175500.0,Cash loans,Laborers,67500.0,Y,F,Married,22.5
119001,526491.0,26878.5,454500.0,Cash loans,,67500.0,N,F,Married,273217.5
119003,945000.0,34074.0,945000.0,Cash loans,Accountants,261000.0,Y,F,Married,0.0
119009,495000.0,30411.0,495000.0,Cash loans,Sales staff,130500.0,Y,F,Married,363379.5
119011,157500.0,17091.0,157500.0,Cash loans,Medicine staff,202500.0,Y,F,Married,138877.695
119012,296280.0,19062.0,225000.0,Cash loans,,112500.0,Y,F,Civil marriage,65313.0
119014,100246.5,9324.0,81000.0,Cash loans,Drivers,193500.0,Y,M,Married,0.0
119025,675000.0,21906.0,675000.0,Cash loans,,112500.0,N,F,Separated,230062.5
119047,396000.0,20349.0,396000.0,Cash loans,Core staff,135000.0,Y,F,Married,
119049,260640.0,19615.5,225000.0,Cash loans,,90000.0,Y,F,Single / not married,0.0
119057,450000.0,34956.0,450000.0,Cash loans,Core staff,247500.0,Y,F,Married,
119062,72000.0,7506.0,72000.0,Cash loans,,202500.0,N,F,Married,0.0
119064,280332.0,20956.5,234000.0,Cash loans,Cleaning staff,72000.0,Y,F,Single / not married,0.0
119069,225000.0,11502.0,225000.0,Cash loans,,44100.0,Y,M,Single / not married,
119079,156384.0,16024.5,135000.0,Cash loans,,81000.0,Y,F,Married,0.0
119088,2013840.0,62640.0,1800000.0,Cash loans,,450000.0,N,F,Married,7382331.0
119091,539100.0,29376.0,450000.0,Cash loans,,135000.0,Y,M,Civil marriage,166162.5
119095,468000.0,31275.0,468000.0,Cash loans,Managers,225000.0,Y,M,Single / not married,46807.56
119104,292500.0,18823.5,292500.0,Cash loans,Sales staff,103500.0,N,F,Married,
119108,296280.0,13050.0,225000.0,Cash loans,,112500.0,N,F,Single / not married,298593.0
119109,272520.0,16803.0,225000.0,Cash loans,,60750.0,Y,M,Married,724914.0
119115,220536.0,9400.5,135000.0,Cash loans,Laborers,135000.0,Y,M,Single / not married,5013.0
119125,450000.0,28890.0,450000.0,Cash loans,Drivers,202500.0,Y,M,Married,146952.0
119146,597024.0,35680.5,540000.0,Cash loans,,72000.0,Y,F,Married,
119148,450000.0,21780.0,450000.0,Cash loans,Accountants,157500.0,Y,F,Married,1033252.38
119160,296280.0,23539.5,225000.0,Cash loans,Drivers,157500.0,Y,M,Married,
119164,550980.0,43528.5,450000.0,Cash loans,Sales staff,382500.0,Y,F,Married,3137143.5
119169,124380.0,14760.0,112500.0,Cash loans,Sales staff,90000.0,N,F,Separated,25497.0
119179,1096020.0,55962.0,900000.0,Cash loans,Laborers,382500.0,N,M,Married,3671812.17
119187,550489.5,22099.5,454500.0,Cash loans,Low-skill Laborers,54000.0,N,M,Married,0.0
119191,1052505.0,33952.5,855000.0,Cash loans,Drivers,360000.0,Y,M,Married,692705.34
119205,229500.0,16452.0,229500.0,Cash loans,Core staff,112500.0,Y,F,Married,0.0
119207,523152.0,48114.0,463500.0,Cash loans,,405000.0,Y,M,Married,1694011.5
119208,90000.0,8901.0,90000.0,Cash loans,Laborers,81000.0,Y,M,Married,519484.5
119217,781920.0,42547.5,675000.0,Cash loans,Accountants,225000.0,N,F,Married,0.0
119230,1024740.0,52452.0,900000.0,Cash loans,Managers,270000.0,Y,M,Married,1279974.33
119232,792162.0,40576.5,630000.0,Cash loans,Sales staff,292500.0,Y,F,Single / not married,1696050.135
119236,402214.5,24736.5,328500.0,Cash loans,Medicine staff,54000.0,Y,F,Married,135729.0
119238,481176.0,26100.0,360000.0,Cash loans,Sales staff,225000.0,Y,F,Married,0.0
119240,296280.0,18256.5,225000.0,Cash loans,,315000.0,Y,F,Married,919683.0
119250,573408.0,29407.5,495000.0,Cash loans,,247500.0,Y,F,Married,325246.5
119251,272578.5,21663.0,207000.0,Cash loans,,157500.0,Y,M,Married,330840.0
119252,604993.5,22936.5,499500.0,Cash loans,,112500.0,Y,M,Married,593793.0
119266,99000.0,8626.5,99000.0,Cash loans,Accountants,54000.0,Y,F,Married,0.0
119267,450000.0,28890.0,450000.0,Cash loans,,135000.0,N,F,Married,2124297.0
119270,360000.0,28440.0,360000.0,Cash loans,Managers,225000.0,N,M,Married,1690879.5
119272,383296.5,25614.0,328500.0,Cash loans,,157500.0,Y,F,Married,116406.0
119276,450000.0,16164.0,450000.0,Cash loans,,67500.0,N,F,Married,318955.5
119281,225000.0,23184.0,225000.0,Cash loans,,67500.0,Y,F,Married,0.0
119295,315000.0,24885.0,315000.0,Cash loans,Core staff,90000.0,Y,F,Married,1024524.0
119313,229500.0,27364.5,229500.0,Cash loans,,126000.0,Y,M,Married,0.0
119318,1139908.5,48424.5,967500.0,Cash loans,Managers,279000.0,N,F,Married,1059948.0
119321,114682.5,12172.5,99000.0,Cash loans,,67500.0,Y,F,Married,56061.0
119340,195543.0,12091.5,148500.0,Cash loans,Core staff,67500.0,Y,F,Separated,0.0
119341,1563840.0,64669.5,1350000.0,Cash loans,Core staff,315000.0,Y,F,Married,0.0
119344,177768.0,13063.5,135000.0,Cash loans,Core staff,112500.0,Y,F,Married,374308.29000000004
119348,371862.0,21478.5,328500.0,Cash loans,,180000.0,Y,F,Separated,248017.5
119353,479700.0,50503.5,450000.0,Cash loans,,450000.0,Y,F,Single / not married,1198714.5
119361,320922.0,33826.5,283500.0,Cash loans,Private service staff,247500.0,Y,M,Married,180882.0
119362,364896.0,28957.5,315000.0,Cash loans,Medicine staff,90000.0,Y,F,Married,381623.76
119376,261621.0,16848.0,216000.0,Cash loans,Laborers,135000.0,Y,M,Married,675247.5
119383,495000.0,25272.0,495000.0,Cash loans,Laborers,270000.0,N,M,Widow,2200234.5
119391,130500.0,14184.0,130500.0,Cash loans,Drivers,112500.0,Y,M,Civil marriage,
119394,522396.0,33516.0,472500.0,Cash loans,Laborers,270000.0,Y,F,Married,0.0
119395,78192.0,8338.5,67500.0,Cash loans,Drivers,112500.0,Y,M,Single / not married,
119415,296280.0,15255.0,225000.0,Cash loans,Core staff,117000.0,Y,F,Married,
119430,382050.0,30312.0,337500.0,Cash loans,Laborers,157500.0,Y,M,Married,
119441,877500.0,37309.5,877500.0,Cash loans,Core staff,315000.0,Y,F,Civil marriage,862177.5
119454,225000.0,17905.5,225000.0,Cash loans,Medicine staff,76500.0,N,F,Widow,35320.5
119468,78192.0,8338.5,67500.0,Cash loans,Laborers,67500.0,Y,F,Separated,138276.0
119474,536917.5,29254.5,463500.0,Cash loans,Laborers,153000.0,Y,M,Married,1962135.0
119492,562500.0,28849.5,562500.0,Cash loans,Managers,225000.0,Y,M,Married,360859.5
119496,539100.0,29376.0,450000.0,Cash loans,Laborers,135000.0,Y,F,Separated,0.0
119500,675000.0,53460.0,675000.0,Cash loans,High skill tech staff,238500.0,N,M,Civil marriage,3640491.0
119501,280332.0,22603.5,234000.0,Cash loans,,157500.0,Y,F,Single / not married,194386.5
119510,245268.0,19507.5,202500.0,Cash loans,Laborers,112500.0,Y,F,Married,172480.5
119518,675000.0,40194.0,675000.0,Cash loans,Laborers,225000.0,N,F,Single / not married,957987.0
119524,239850.0,29844.0,225000.0,Cash loans,,103500.0,Y,F,Single / not married,0.0
119533,135000.0,10665.0,135000.0,Cash loans,,76500.0,N,F,Married,312741.0
119540,360000.0,23004.0,360000.0,Cash loans,Laborers,270000.0,N,M,Married,796437.0
119553,119893.5,12415.5,103500.0,Cash loans,,135000.0,Y,F,Married,417817.215
119573,311877.0,13342.5,252000.0,Cash loans,,202500.0,Y,F,Married,531.0
119593,106659.0,7258.5,81000.0,Cash loans,Laborers,94500.0,Y,F,Married,126155.52
119594,225000.0,9589.5,225000.0,Cash loans,,76500.0,Y,F,Married,
119595,296280.0,23539.5,225000.0,Cash loans,Drivers,112500.0,N,M,Single / not married,
119596,815733.0,30883.5,688500.0,Cash loans,,90000.0,Y,F,Married,2316523.5
119607,871029.0,47380.5,765000.0,Cash loans,Drivers,292500.0,Y,M,Married,1098918.945
119609,225000.0,9909.0,225000.0,Cash loans,,90000.0,Y,M,Married,949711.5
119616,931617.0,39600.0,765000.0,Cash loans,Laborers,90000.0,Y,F,Married,0.0
119618,245268.0,19507.5,202500.0,Cash loans,Laborers,184500.0,Y,M,Married,0.0
119619,447453.0,22977.0,373500.0,Cash loans,,157500.0,N,F,Single / not married,6588.045
119628,225000.0,17775.0,225000.0,Cash loans,Managers,202500.0,N,F,Married,0.0
119630,272520.0,21658.5,225000.0,Cash loans,,90000.0,Y,F,Civil marriage,0.0
119632,225000.0,26703.0,225000.0,Cash loans,Managers,225000.0,N,F,Married,3426043.5
119648,296280.0,23539.5,225000.0,Cash loans,,76500.0,Y,M,Married,
119671,630000.0,48883.5,630000.0,Cash loans,Core staff,45000.0,N,F,Married,87999.03
119675,1030680.0,65997.0,900000.0,Cash loans,High skill tech staff,243000.0,Y,F,Married,3472830.45
119683,376920.0,18261.0,270000.0,Cash loans,Laborers,157500.0,Y,F,Widow,353668.5
119689,135000.0,6750.0,135000.0,Revolving loans,High skill tech staff,135000.0,Y,F,Married,683356.5
119697,360000.0,18508.5,360000.0,Cash loans,Sales staff,99000.0,N,F,Civil marriage,0.0
119698,552555.0,30105.0,477000.0,Cash loans,Laborers,135000.0,N,M,Married,411718.5
119702,601470.0,30838.5,450000.0,Cash loans,Sales staff,162000.0,Y,M,Separated,
119709,301464.0,19395.0,238500.0,Cash loans,Sales staff,202500.0,Y,F,Civil marriage,121475.385
119715,383760.0,39451.5,360000.0,Cash loans,Laborers,135000.0,Y,F,Married,172215.0
119718,162000.0,16150.5,162000.0,Cash loans,Core staff,180000.0,Y,F,Civil marriage,110628.0
119719,225000.0,17775.0,225000.0,Cash loans,Core staff,67500.0,Y,F,Married,693702.135
119731,431280.0,23395.5,360000.0,Cash loans,Laborers,112500.0,N,M,Civil marriage,10624.095
119736,781920.0,39924.0,675000.0,Cash loans,,225000.0,Y,M,Married,188898.66
119745,438084.0,32008.5,387000.0,Cash loans,Laborers,216000.0,N,F,Married,536206.5
119749,194922.0,13990.5,157500.0,Cash loans,,360000.0,Y,F,Married,438403.5
119751,49752.0,5220.0,45000.0,Cash loans,,99000.0,N,F,Single / not married,36454.5
119757,499221.0,25618.5,373500.0,Cash loans,Sales staff,135000.0,Y,F,Married,127764.0
119761,67500.0,6916.5,67500.0,Cash loans,,49500.0,Y,M,Married,263565.0
119762,301500.0,15412.5,301500.0,Cash loans,,112500.0,Y,M,Married,760113.0
119771,280332.0,25839.0,234000.0,Cash loans,Laborers,130500.0,Y,F,Married,4487.4
119778,225000.0,16951.5,225000.0,Cash loans,Cleaning staff,76500.0,Y,F,Widow,61222.5
119784,602001.0,47691.0,544500.0,Cash loans,,135000.0,Y,F,Married,0.0
119788,276277.5,17032.5,238500.0,Cash loans,,157500.0,Y,F,Married,12094.785
119802,104256.0,11074.5,90000.0,Cash loans,Accountants,180000.0,Y,F,Single / not married,0.0
119803,135000.0,10795.5,135000.0,Cash loans,High skill tech staff,180000.0,N,M,Married,5170098.42
119806,395766.0,19170.0,283500.0,Cash loans,High skill tech staff,112500.0,Y,F,Married,399285.0
119810,741253.5,28075.5,612000.0,Cash loans,,139500.0,Y,F,Widow,214429.5
119811,495000.0,25402.5,495000.0,Cash loans,,112500.0,Y,M,Married,368734.5
119813,104256.0,12370.5,90000.0,Cash loans,Drivers,180000.0,N,M,Married,856471.5
119820,1024740.0,52452.0,900000.0,Cash loans,Core staff,195750.0,N,F,Married,0.0
119821,296280.0,23539.5,225000.0,Cash loans,,144000.0,Y,M,Civil marriage,
119842,270000.0,13914.0,270000.0,Cash loans,,157500.0,Y,F,Married,748836.0
119843,234000.0,13432.5,234000.0,Cash loans,,135000.0,Y,F,Married,65983.5
119844,598500.0,19435.5,450000.0,Cash loans,High skill tech staff,157500.0,Y,F,Married,36963.0
119861,502497.0,28975.5,454500.0,Cash loans,,90000.0,Y,F,Married,38146.5
119866,135000.0,7020.0,135000.0,Cash loans,,112500.0,Y,F,Single / not married,130581.225
119868,450000.0,21780.0,450000.0,Cash loans,Sales staff,382500.0,N,F,Separated,1168908.57
119875,922266.0,47218.5,810000.0,Cash loans,Security staff,202500.0,Y,M,Married,
119896,630000.0,32296.5,630000.0,Cash loans,Laborers,189000.0,Y,M,Married,3091233.645
119898,225000.0,23625.0,225000.0,Cash loans,,202500.0,Y,F,Married,2225650.5
119921,156384.0,16551.0,135000.0,Cash loans,Laborers,90000.0,Y,F,Married,157473.0
119922,1081588.5,48379.5,918000.0,Cash loans,Medicine staff,135000.0,N,F,Married,1317092.2650000001
119929,809545.5,41463.0,711000.0,Cash loans,Core staff,540000.0,Y,M,Married,4222962.0
119934,382050.0,30312.0,337500.0,Cash loans,Private service staff,180000.0,Y,F,Married,0.0
119938,139500.0,14778.0,139500.0,Cash loans,,157500.0,Y,F,Widow,719401.5
119947,207396.0,16515.0,157500.0,Cash loans,High skill tech staff,135000.0,N,M,Married,0.0
119948,272578.5,21663.0,207000.0,Cash loans,High skill tech staff,112500.0,Y,F,Single / not married,40459.5
119967,659025.0,52200.0,562500.0,Cash loans,Managers,270000.0,Y,F,Married,1239754.5
119977,328500.0,15804.0,328500.0,Cash loans,,175500.0,N,F,Widow,530842.5
119980,594261.0,28719.0,513000.0,Cash loans,Security staff,225000.0,N,F,Married,1265767.74
119984,612841.5,25893.0,423000.0,Cash loans,Security staff,90000.0,Y,F,Married,237039.66
119989,301464.0,23949.0,238500.0,Cash loans,Core staff,405000.0,Y,F,Married,40613166.0
119990,495000.0,25272.0,495000.0,Cash loans,Laborers,112500.0,Y,M,Married,82804.5
119994,332946.0,16996.5,238500.0,Cash loans,,171000.0,Y,F,Married,501498.0
119999,450000.0,30204.0,450000.0,Cash loans,Laborers,90000.0,Y,M,Married,
120004,568800.0,20560.5,450000.0,Cash loans,Managers,279000.0,Y,F,Separated,7475620.5
120020,481176.0,23278.5,360000.0,Cash loans,,225000.0,Y,F,Civil marriage,774743.535
120030,1439100.0,78862.5,1350000.0,Cash loans,Managers,360000.0,N,F,Single / not married,0.0
120036,81000.0,8640.0,81000.0,Cash loans,,40500.0,Y,F,Married,194539.5
120050,194922.0,17874.0,157500.0,Cash loans,Laborers,112500.0,Y,F,Civil marriage,389385.0
120051,254700.0,18531.0,225000.0,Cash loans,,99000.0,Y,M,Married,145732.5
120053,328405.5,26077.5,283500.0,Cash loans,Accountants,90000.0,Y,F,Married,295600.5
120075,49752.0,5224.5,45000.0,Cash loans,,112500.0,Y,F,Single / not married,
120076,225000.0,23053.5,225000.0,Cash loans,,450000.0,Y,F,Single / not married,0.0
120088,285723.0,22239.0,238500.0,Cash loans,IT staff,945000.0,Y,M,Civil marriage,385069.5
120099,128092.5,9706.5,103500.0,Cash loans,,72000.0,N,F,Married,
120101,318528.0,18414.0,252000.0,Cash loans,,166500.0,Y,F,Widow,
120102,630000.0,44932.5,630000.0,Cash loans,Cleaning staff,180000.0,Y,F,Married,0.0
120108,742500.0,24079.5,742500.0,Cash loans,Core staff,144000.0,Y,F,Married,2433645.0
120145,1097541.0,46629.0,981000.0,Cash loans,Managers,94500.0,Y,F,Married,260437.5
120146,156384.0,16969.5,135000.0,Cash loans,,252000.0,Y,F,Married,
120154,119893.5,12717.0,103500.0,Cash loans,,315000.0,Y,M,Single / not married,684076.5
120156,562981.5,28872.0,486000.0,Cash loans,High skill tech staff,112500.0,Y,M,Single / not married,7357.5
120165,104256.0,11074.5,90000.0,Cash loans,,63000.0,Y,M,Civil marriage,66077.19
120166,431104.5,39667.5,369000.0,Cash loans,Laborers,157500.0,Y,M,Married,0.0
120176,225000.0,17775.0,225000.0,Cash loans,Cleaning staff,103500.0,Y,F,Widow,
120179,609988.5,31144.5,526576.5,Cash loans,,135000.0,N,F,Married,509332.5
120182,90000.0,9580.5,90000.0,Cash loans,Laborers,180000.0,N,M,Married,602329.5
120198,504000.0,25731.0,504000.0,Cash loans,Laborers,225000.0,Y,M,Married,1334727.0
120205,361998.0,16074.0,292500.0,Cash loans,Sales staff,126000.0,N,F,Married,595669.5
120208,225000.0,12204.0,225000.0,Cash loans,,112500.0,Y,F,Separated,0.0
120214,1102500.0,35563.5,1102500.0,Cash loans,Laborers,202500.0,N,F,Married,0.0
120220,266652.0,21195.0,202500.0,Cash loans,,180000.0,Y,F,Single / not married,0.0
120227,225000.0,9459.0,225000.0,Cash loans,,81000.0,N,F,Married,4957070.445
120233,329904.0,26194.5,261000.0,Cash loans,Drivers,157500.0,Y,M,Married,0.0
120240,495000.0,25272.0,495000.0,Cash loans,Private service staff,135000.0,N,F,Married,506632.815
120243,405000.0,17289.0,405000.0,Cash loans,,126000.0,Y,F,Single / not married,0.0
120266,225000.0,12334.5,225000.0,Cash loans,High skill tech staff,247500.0,N,M,Single / not married,68566.5
120268,358074.0,18409.5,256500.0,Cash loans,Laborers,180000.0,Y,M,Single / not married,0.0
120280,238500.0,13068.0,238500.0,Cash loans,Laborers,270000.0,Y,F,Married,0.0
120281,1301539.5,42115.5,1003500.0,Cash loans,Drivers,270000.0,Y,M,Married,207.0
120284,378706.5,19467.0,306000.0,Cash loans,Laborers,135000.0,N,F,Separated,321061.635
120298,74628.0,8986.5,67500.0,Cash loans,Security staff,135000.0,Y,M,Married,64984.5
120304,1024740.0,52452.0,900000.0,Cash loans,Sales staff,112500.0,Y,F,Married,907182.0
120306,1750500.0,60844.5,1750500.0,Cash loans,Sales staff,225000.0,Y,F,Married,1437867.0
120320,1107900.0,35869.5,900000.0,Cash loans,Medicine staff,112500.0,Y,M,Married,268452.0
120325,450000.0,16164.0,450000.0,Cash loans,,67500.0,N,F,Married,0.0
120326,536917.5,29254.5,463500.0,Cash loans,Drivers,292500.0,Y,M,Married,
120335,900000.0,48955.5,900000.0,Cash loans,,247500.0,N,F,Civil marriage,305968.5
120341,193500.0,15417.0,193500.0,Cash loans,,171000.0,Y,F,Married,
120343,294048.0,12492.0,180000.0,Cash loans,Sales staff,157500.0,Y,F,Separated,9040.5
120388,1701000.0,52929.0,1701000.0,Cash loans,,675000.0,Y,F,Married,0.0
120390,333000.0,18063.0,333000.0,Cash loans,Cooking staff,112500.0,Y,F,Widow,0.0
120404,270000.0,11349.0,270000.0,Cash loans,Managers,180000.0,N,F,Married,600102.0
120405,260640.0,20169.0,225000.0,Cash loans,Sales staff,157500.0,N,F,Single / not married,0.0
120408,526500.0,28692.0,526500.0,Cash loans,,225000.0,N,M,Single / not married,0.0
120415,272520.0,17545.5,225000.0,Cash loans,Drivers,180000.0,Y,M,Separated,0.0
120421,275373.0,32679.0,225000.0,Cash loans,Laborers,157500.0,N,M,Single / not married,77476.5
120422,296280.0,19930.5,225000.0,Cash loans,Laborers,202500.0,Y,M,Single / not married,
120433,1864152.0,127989.0,1800000.0,Cash loans,Drivers,225000.0,Y,M,Married,0.0
120437,183694.5,13495.5,139500.0,Cash loans,Drivers,180000.0,N,M,Single / not married,1109.52
120440,270000.0,20187.0,270000.0,Cash loans,,135000.0,Y,F,Married,0.0
120441,1096020.0,46566.0,900000.0,Cash loans,Sales staff,157500.0,Y,F,Married,621832.995
120449,301464.0,23949.0,238500.0,Cash loans,Laborers,225000.0,N,M,Married,1003999.5
120457,452133.0,34987.5,387000.0,Cash loans,Laborers,247500.0,Y,F,Separated,1464142.5
120459,270000.0,13914.0,270000.0,Cash loans,Accountants,135000.0,Y,F,Married,618642.0
120460,1963494.0,61074.0,1755000.0,Cash loans,Security staff,225000.0,Y,M,Married,0.0
120463,432000.0,28998.0,432000.0,Cash loans,,202500.0,Y,M,Married,
120464,1675413.0,58365.0,1530000.0,Cash loans,,292500.0,Y,F,Married,287869.5
120470,729792.0,35239.5,630000.0,Cash loans,Cooking staff,180000.0,Y,F,Married,25821.0
120488,276903.0,21559.5,247500.0,Cash loans,Core staff,90000.0,Y,F,Married,869807.205
